"xx"	"yy"	"zz"	"vx"	"vy"	"vz"
"1"	-0.025861825006018	0.0202123783473395	-0.0180404704548278	0.251369463050697	-11.5490085288025	12.7147494313733
"2"	-0.0130624043031838	0.138896857198922	0.278450801718494	0.86405233523899	-1.44640325941492	2.81762709138973
"3"	0.152511478384742	0.105167164628237	-0.250355604627792	0.323656661569247	-3.03523140160822	1.2084320242052
"4"	-0.0783789199900715	0.0218726279632316	-0.175597521260155	4.15500244912315	-2.65961072818262	5.48027268795412
"5"	-0.135006208763395	0.104969061106667	0.074799691865205	-11.0514174420073	11.0115042596677	3.54915122768522
"6"	-0.035294244613886	-0.126653495341823	0.227070412301415	-1.51875714020164	1.70119993709133	-3.81165649567447
"7"	0.18001299902272	0.0758061363587055	0.175204205432153	-2.22551199185403	-3.1387145416506	-2.21923345280197
"8"	-0.101398023595692	-0.0118664700334606	0.165389434894733	-3.38952952756074	-13.2070762036345	1.9358827213509
"9"	0.0527324026359721	0.186940714452641	-0.00696422767725356	12.3510939508593	0.680017229387345	-6.05404566900708
"10"	-0.0668908762325958	0.181832338143437	-0.0154482671226643	10.9050841781477	0.213133674401699	8.4081583763621
"11"	-0.156868069795713	-0.106183305702554	0.0129811251088	18.383229690213	23.4482390654819	-2.8380196436683
"12"	0.110965202629096	0.273796544256551	0.119387625532741	5.01729894493398	-6.67281127024997	-3.15170723740929
"13"	0.142301442526382	0.0507478348358237	0.280546227360266	1.24364654182053	7.98043525815177	3.79459534483121
"14"	-0.129465462779515	0.0399952844492048	0.0688086824968972	5.80154488334711	0.687952356089186	-2.71318431867766
"15"	0.0238749524946579	0.146484597502416	-0.0326774074213149	2.60126363895073	5.87931202728402	0.399610049128312
"16"	0.0891196697123733	0.0412244496319864	0.184640578859861	-10.7309533196692	6.62508367147882	-7.74008011108403
"17"	0.0434000407957877	-0.184030892644356	0.0893475301855226	-8.47962934977905	-10.9986018727637	5.10691451502951
"18"	0.155512722438532	0.0132242130310215	-0.0425640494251857	-7.48315644238995	1.66334499131634	-10.3282734522069
"19"	0.201405296831259	-0.0678349715659433	-0.112867149452131	-3.12099487316694	3.05619575882777	5.57857188383619
"20"	-0.0367394580301593	0.229433916357288	-0.062569646259964	-0.849267610040824	-6.89855421036118	-1.37480911801691
"21"	0.0774862823589887	0.219089277037452	-0.062453463617958	-5.38225124462429	-4.48812611562223	1.04379178371401
"22"	-0.0870988691636009	0.175392233672634	-0.139842846589433	-1.11550891398097	-5.85371107721607	3.83289867659526
"23"	-0.0825310117176341	-0.180235770012102	-0.136412498318512	-0.69317665758644	6.62856833179614	2.40478559747548
"24"	-0.272058044965697	0.13801780488695	0.00491944709965546	-8.45414332837844	8.77463152169784	-5.69856657191738
"25"	-0.0792808370231244	-0.281632970552806	-0.0865223325774943	8.53167163812691	10.3312366508287	-1.19016261774088
"26"	0.0233480723203599	0.0198487383775496	-0.0868436848523645	-3.20672885369329	-15.8073077804643	-6.93815764724013
"27"	0.209353532453108	-0.0276024606224035	0.13331073883624	-5.72462824623818	2.6933841526719	-9.98198337842127
"28"	-0.151652199130693	-0.0797308231133835	0.181678718667204	6.0820079622417	8.49328503696881	-5.52620732026956
"29"	-0.118904524825049	0.0711915113833085	0.13521772068013	-13.9798673596277	2.78433422116673	2.49511206094435
"30"	-0.0608426722756279	0.0021574662396127	-0.183803873388526	-2.24346772891167	8.99785731903441	-11.1094648323061
"31"	-0.152345709065191	0.0239197235010415	-0.117085358008155	14.4698278853712	-0.174619869157021	-0.0915506070208325
