xx	yy	zz	vx	vy	vz
-0.0832862304993	0.132171489913	0.0242212565668	-14.0051662655	-4.882930795	-19.8822328108
-0.175291025316	0.448903996988	0.0652695281095	-3.09580737955	-0.121948357951	-10.096578891
-0.340738850687	-0.104518985342	0.586484362276	-5.4493567094	2.36981720917	-10.4745886715
0.054420169007	-0.219579899795	0.0337173775301	1.75753164048	11.327020895	1.0951962971
-0.201853892211	-0.376761797433	-0.027613244816	-7.36350417804	8.63666497994	-8.88606691505
-0.18422749656	-0.127253362526	-0.0374670296438	-15.6356211017	10.1902861644	5.62412859711
0.185995922303	-0.0346797893107	-0.0241768220772	-10.3726498555	-15.396436585	-5.09011556912
-0.510739378385	0.0397827613188	-0.0238651741522	-4.71080230953	-5.33448522679	-7.3032831097
-0.0373704467289	-0.0788589736539	-0.0762506221932	-4.35032361936	13.7441225944	6.30201438557
-0.0358449882976	0.00766999443847	-0.31566815837	-7.91750742406	7.05660316132	-13.309724438
0.114390406821	0.0188821502826	0.199134217555	-3.16976919414	-5.71180168558	-0.619081793738
0.0258228504378	0.176547292068	0.081324820274	-3.49813127069	6.03187103615	-6.88821701439
0.0426307697401	-0.03808844753	0.0907124780294	4.45539259963	5.48851748233	13.0821306782
0.1904928841	-0.118062163891	0.153908503042	-4.16900101239	-9.72058544823	8.10575323284
0.252889806307	-0.299685007933	-0.205690662319	-11.2674726121	-7.0975977173	4.01592029839
0.421090737529	0.372818365136	-0.0916471313239	0.923163417026	8.8956658174	13.9331810848
0.112201315521	0.0300535226462	-0.0096035527969	-0.297612802935	10.6302727878	-15.2273780375
0.00893250566881	0.085011442516	0.12646457325	-20.3763486017	4.35630878391	-2.2685335262
-0.286801702571	0.274731044257	0.00401251149607	1.81339748473	-4.92519231294	-2.22158390346
0.134885337262	0.19328617692	-0.0688583742992	14.9623486891	1.56826163003	5.55002219302
0.192388014807	-0.202587745704	-0.179699067337	-0.74085928895	3.94575199485	-18.1658648696
0.0835986784211	-0.113701478153	-0.0369253599254	6.85061394775	2.28918218626	11.4594770779
-0.134424694242	-0.360617777868	0.111881171037	10.5987296654	4.58765757767	-0.199279501802
-0.490855676954	-0.197294844545	0.257654974198	-14.7493830472	5.57308195796	-6.18910899242
0.0596801891999	-0.101965889748	0.179220825368	7.79278809354	8.99979080939	-4.15461013946
-0.108318370922	-0.332629669181	0.181251564332	-3.33642532763	-0.440640276372	3.75198694856
0.0079272695692	-0.0963998198962	0.0229787379771	-16.5486543733	-7.88167536863	-12.9306525228
